222	213.90315	48.1996
223	215.54926	49.13099
224	215.56428	49.11033
225	215.58605	49.10961
226	215.85224	65.09264
227	215.89381	65.10801
228	215.91638	65.09432
229	216.11037	8.49344
230	217.3239	24.204
231	217.33663	24.15968
232	217.355	64.58942
233	217.9951	7.31222
234	217.99708	7.29094
235	217.99835	7.32747
236	217.99959	7.30107
237	218.02522	7.28141
238	218.39973	33.35126
239	218.42792	33.35573
240	218.44434	33.33645
241	218.44922	33.33394
242	220.38217	44.5086
243	220.39066	44.51064
244	220.41158	44.54287
245	220.41314	44.54038
246	220.41779	44.50621
247	220.42438	44.51992
248	220.45807	44.49985
249	220.93313	62.42469
250	220.95069	62.44945
251	224.26136	45.1654
252	224.30692	45.16557
253	224.30977	45.1646
254	225.0295	6.87953
255	225.03538	6.8607
256	225.05366	6.84263
257	225.06766	6.85805
258	225.30437	-2.73553
259	225.41562	12.12332
260	225.41886	12.12164
261	225.4289	12.10947
262	226.0686	46.35916
263	227.02783	16.30073
264	227.03702	16.28512
265	227.03733	16.31557
266	227.04805	16.32396
267	227.05007	16.30832
268	227.06158	16.29016
269	227.0626	16.30493
270	227.29941	18.92519
271	227.30048	18.91411
272	227.30376	18.91918
273	227.3408	18.90565
274	227.58493	57.41978
275	227.6036	57.39445
276	227.64554	57.42315
277	232.93584	25.32237
278	232.93659	25.32938
279	232.95138	25.29256
280	232.95444	25.32911
281	232.95794	25.30001
282	232.97709	25.29454
283	233.65258	6.74328
284	233.65824	6.73844
285	233.67574	6.73491
286	233.68707	6.73241
287	233.69562	6.73811
288	233.96912	23.50583
289	233.96987	23.4972
290	233.97587	23.47742
291	235.49032	28.20528
292	235.49415	28.17694
293	235.49664	28.19295
294	235.51923	28.17548
295	236.16987	7.55829
296	236.17719	7.56362
297	236.18308	7.56331
298	236.19222	7.53709
299	236.20236	7.53769
300	237.97299	51.25338
301	238.03623	51.23784
302	238.64357	53.94888
303	238.64465	53.95934
304	238.68892	53.97326
305	238.69771	53.97052
306	241.1711	61.48587
307	241.18438	61.45876
308	241.23256	61.47998
309	242.49637	35.2524
310	242.52308	35.27071
311	242.53019	35.27657
312	242.54077	35.27382
313	243.63369	31.58992
314	243.63427	31.58893
315	243.64974	31.56111
316	243.66076	31.60053
317	243.66611	31.59378
318	243.69335	31.57553
319	243.69645	31.58314
320	243.74948	60.47233
321	243.75745	60.5005
322	243.79097	60.49493
323	243.8197	60.47863
324	243.94905	23.00188
325	243.95121	23.02136
326	243.96522	22.9934
327	243.97625	22.98567
328	245.98022	13.9787
329	245.9862	13.98216
330	245.98672	13.9799
331	245.98972	13.95538
332	246.00033	13.97909
333	246.00095	13.96364
334	246.01042	13.99084
335	246.01627	14.00777
336	246.019	13.9978
337	246.02462	13.968
338	246.02647	14.00851
339	246.49492	54.70181
340	246.49783	54.7375
341	246.50761	54.68678
342	246.51038	54.67522
343	246.53815	54.70963
344	247.45032	54.13418
345	247.45914	54.10716
346	247.46268	54.1477
347	247.48769	54.11582
348	247.51102	54.1235
349	248.07755	23.85599
350	248.08058	23.86262
351	248.09687	23.8552
352	248.09928	23.84414
353	248.87245	20.01883
354	249.55466	29.08539
355	249.55922	29.09495
356	249.57911	29.06891
357	249.58991	29.09667
358	249.59344	29.06175
359	249.60922	29.08286
360	249.6099	29.06481
361	249.61534	29.11353
362	249.62132	29.08206
363	249.82318	11.64266
364	249.83178	11.63825
365	249.83492	11.623
366	249.83504	11.6598
367	249.84481	11.64645
368	249.85037	11.65849
369	249.85728	11.6209
370	249.85918	11.62532
371	249.86575	11.65592
372	253.31831	32.76226
373	253.38868	32.75908
374	254.70292	17.17711
375	254.71725	17.19009
376	254.72248	17.17307
377	254.72645	17.20368
378	254.7304	17.17549
379	256.00543	32.4114
380	256.00801	32.39134
381	258.79689	39.87762
382	258.80183	39.88276
383	258.85932	39.84701
384	260.68843	27.81018
385	260.69816	27.79568
386	260.70426	27.79643
387	260.71906	27.79575
388	262.8194	62.58674
389	262.81952	62.63204
390	26.42401	0.32447
391	264.33804	55.6851
392	264.34038	55.67715
393	264.36683	55.6693
394	264.43506	55.67341
395	264.47767	69.5458
396	26.44829	0.30117
397	264.51245	69.54528
398	26.45403	0.30276
399	26.4576	0.3037
400	317.29743	-5.59159
401	317.32133	-5.60389
402	317.32686	-5.5969
403	317.33066	-5.56531
404	317.33757	-5.57057
405	317.34187	-5.58885
406	32.41242	-9.48708
407	326.0435	-1.14689
408	326.04962	-1.19471
409	326.06552	-1.15679
410	334.76274	-7.41971
411	334.76645	-7.45837
412	334.77901	-7.46626
413	346.00639	-9.74264
414	43.28926	1.08046
415	43.31054	1.05898
416	43.33821	1.05783
417	50.09264	1.06098
418	5.38701	-9.83364
419	5.38768	-9.84266
420	5.38795	-9.8146
421	5.4148	-9.84826
422	56.88324	0.9899
