1	0.68799	0.99933
2	0.7095	1.01842
3	0.72495	0.99346
4	0.73761	0.99453
5	115.77537	43.43855
6	115.79919	43.43442
7	122.97194	55.73713
8	123.04864	55.7274
9	125.76232	15.86651
10	125.78116	15.90395
11	125.83903	7.92559
12	125.84028	7.93578
13	125.84692	7.91977
14	125.86142	7.89884
15	125.86271	7.92829
16	127.84163	41.29556
17	127.84541	41.30616
18	129.07015	59.95793
19	131.4699	32.82191
20	131.98725	22.52618
21	132.16927	30.45054
22	136.11688	38.72727
23	136.12916	38.72083
24	136.77294	39.61325
25	136.81094	39.61252
26	136.81784	39.58771
27	136.83064	39.61131
28	137.77984	55.00322
29	137.8173	55.00711
30	137.9717	6.57652
31	140.47766	32.10963
32	140.50957	32.15235
33	141.7479	5.6442
34	143.15859	32.60519
35	143.16519	49.91725
36	143.1665	32.61874
37	143.18315	49.91278
38	143.18356	49.95776
39	143.31525	16.39786
40	143.31774	16.38256
41	143.36514	16.39695
42	144.26118	-1.42256
43	146.89509	39.50108
44	146.92047	39.49131
45	149.22744	37.445
46	149.25955	37.42907
47	149.26779	37.4533
48	150.18293	24.03503
49	150.19074	24.02518
50	150.1972	24.023
51	150.21077	24.02812
52	150.22919	24.06107
53	151.34819	35.92313
54	153.28923	63.85962
55	153.35134	63.87767
56	153.76057	9.12414
57	154.4557	3.58033
58	154.45703	3.58283
59	154.47887	3.54659
60	154.48281	10.98564
61	154.51349	10.99676
62	154.51553	11.0033
63	154.61834	20.06352
64	155.23678	65.07393
65	155.27745	65.04101
66	155.49976	51.48516
67	157.88296	4.04206
68	157.89516	4.02087
69	157.90529	4.01613
70	159.20665	14.73715
71	159.23745	23.64741
72	159.23845	23.60688
73	159.24728	23.65122
74	159.25585	23.61913
75	161.10391	3.61196
76	161.11476	3.60074
77	161.6361	32.17419
78	161.67503	32.15046
79	161.69132	33.6125
80	161.73743	33.58485
81	161.75493	33.59133
82	163.45306	3.93501
83	163.47949	3.89903
84	163.48211	3.91526
85	163.48545	27.89988
86	163.50685	27.91231
87	163.5107	27.89203
88	163.52998	27.93759
89	163.84063	34.48457
90	163.87254	34.51653
91	163.90158	34.49942
92	16.52409	-9.94264
93	165.44124	50.81576
94	165.45723	50.82929
95	16.55893	-9.95754
96	166.17249	24.92652
97	166.17761	24.94797
98	166.17876	24.94922
99	168.72725	9.63266
100	168.73265	9.60124
101	171.60025	17.25837
102	171.6013	17.25339
103	171.60648	17.21751
104	171.6073	17.24934
105	171.6318	17.24114
106	172.31364	36.87416
107	172.33239	36.89046
108	175.88367	24.71872
109	175.90059	24.75806
110	175.90103	24.75654
111	175.91144	24.74828
112	175.93289	24.74021
113	177.20643	62.71595
114	177.76856	16.18241
115	178.06635	4.87218
116	178.07278	4.85592
117	178.60386	62.69717
118	178.62876	62.69388
119	178.6555	62.70946
120	179.72691	0.70998
121	180.18977	33.81468
122	180.21927	33.81735
123	180.23972	33.81701
124	180.3994	65.27588
125	180.70067	60.96864
126	180.7155	60.97429
127	180.76547	60.96186
128	180.76885	60.97656
129	180.80459	60.97719
130	180.81791	60.98531
131	180.88535	-2.36074
132	180.89934	-2.38025
133	181.33429	16.50336
134	181.35951	16.50481
135	181.83139	1.75936
136	181.83601	1.76762
137	181.83981	1.72397
138	181.84371	1.75111
139	182.35915	13.37628
140	182.68032	23.44616
141	182.68102	23.43725
142	182.71035	23.42226
143	185.74886	-1.12103
144	185.75772	-1.08402
145	185.77142	-1.11917
146	186.53031	40.85168
147	186.53566	40.84499
148	187.05752	66.60319
149	187.09652	66.55638
150	187.15624	66.5819
151	187.78956	34.77077
152	187.81542	34.75988
153	187.83504	34.77799
154	187.84368	34.78357
155	187.94409	50.97669
156	187.95185	17.07828
157	187.97755	17.08583
158	189.21151	-1.42816
159	190.30526	0.95198
160	190.32273	0.95587
161	190.33393	0.94516
162	190.98988	26.22339
163	191.01498	26.24632
164	193.81709	65.12665
165	197.25969	1.16175
166	197.72415	16.80769
167	197.73076	16.79957
168	197.74011	16.80562
169	197.75469	16.81728
170	198.7209	32.15852
171	198.74241	32.12983
172	199.33523	10.29606
173	199.34314	10.26664
174	199.35977	10.25596
175	199.3727	10.27313
176	199.89918	67.05382
177	199.89974	67.09005
178	199.94136	49.20319
179	200.12437	2.31683
180	200.12518	2.28269
181	200.57785	49.031
182	200.75627	8.19864
183	200.77637	8.17338
184	200.77791	8.1517
185	200.78009	8.1846
186	200.80996	8.17228
187	201.12344	7.91863
188	201.12636	7.90548
189	201.13959	7.89606
190	201.14818	7.91623
191	201.14984	7.91041
192	201.15852	7.91907
193	202.99579	-0.75148
194	203.01834	-0.75351
195	203.02212	-0.7226
196	203.03162	-0.72479
197	203.04549	-0.73348
198	205.00438	25.81805
199	205.03788	25.81029
200	205.59147	-1.81485
201	205.61661	-1.79229
202	205.6258	-1.80964
203	207.30554	67.19006
204	209.90781	39.92263
205	209.94	39.92164
206	210.41308	27.08425
207	210.41479	27.06566
208	210.42587	27.05792
209	210.43729	27.05908
210	210.58508	48.87446
211	210.594	48.8256
212	210.61	48.87967
213	21.13477	-8.70472
214	21.13877	-8.70291
215	21.15311	-8.67866
216	212.29355	4.47916
217	212.29718	4.51111
218	212.30026	4.50198
219	212.31264	4.52338
220	212.83662	57.90231
221	213.89491	48.19444
