0.7250897	1.0085437	15.855	0.057	15.09	0.094	10.901	0.126	8.469	0
0.7253653	1.0005606	17.465	0.194	16.895	0	12.417	0.533	8.644	0
0.7260807	0.9955626	16.107	0.064	15.755	0.16	11.939	0	8.319	0
0.7266824	1.0184366	16.521	0.087	16.153	0.226	12.321	0.462	8.605	0
0.7278033	1.0298207	16.985	0.137	16.606	0.355	12.044	0	8.908	0
0.7279412	0.9714047	17.456	0.197	16.296	0.25	12.428	0	8.873	0
0.7291344	1.0060685	17.258	0.167	16.765	0	11.969	0	8.891	0
0.7294075	1.0166273	17.397	0.187	16.945	0	12.42	0	8.179	0
0.7300123	0.9796247	13.12	0.025	13.149	0.032	12.056	0	8.338	0
0.7308743	1.0006052	17.133	0.151	15.856	0.176	12.312	0	8.797	0
0.7310895	0.9935452	14.821	0.034	14.927	0.086	12.053	0	8.583	0
0.732067	0.9861818	12.439	0.023	12.49	0.025	12.206	0.424	8.418	0
0.7329286	1.0278443	16.62	0.096	16.291	0.273	12.561	0	8.864	0
0.7329634	0.9686926	17.241	0.158	16.456	0.316	11.819	0	8.569	0
0.7348838	1.0242403	15.806	0.052	15.526	0.14	11.849	0	8.861	0
0.7362245	1.00785	16.996	0.132	16.805	0.452	12.374	0	8.651	0
0.7375914	0.9799616	16.752	0.112	16.697	0	12.462	0	8.603	0
0.737758	0.9671181	16.559	0.089	16.469	0	12.46	0	8.63	0
0.739585	0.9832931	15.874	0.059	15.924	0.201	12.133	0	8.505	0
0.7400185	0.9929412	17.544	0.204	16.72	0	12.353	0	8.74	0
0.7407788	1.0169927	14.648	0.031	14.749	0.071	12.464	0	8.596	0
0.742128	1.0103746	16.583	0.092	16.716	0.39	12.379	0	8.601	0
0.7424573	0.9870537	16.9	0.124	16.871	0.464	11.841	0	8.816	0
0.743989	1.0056309	17.015	0.133	16.729	0.392	12.374	0	8.887	0
0.7444826	1.0172336	16.65	0.099	15.967	0.206	11.65	0	8.571	0
0.7446281	1.0259233	17.376	0.177	16.527	0.304	12.542	0	8.696	0
0.7451602	0.9707581	17.4	0.185	16.737	0.39	12.529	0	8.646	0
0.7466251	1.0156594	16.203	0.07	15.819	0.18	11.724	0.267	8.524	0
0.7490396	0.9989768	17.396	0.183	16.902	0	12.527	0	8.66	0
0.7496341	1.0095582	16.232	0.07	16.034	0.193	12.147	0	8.943	0
0.7503407	0.9731906	14.161	0.028	14.159	0.05	12.377	0	8.793	0
0.7505395	0.9695804	16.244	0.075	16.265	0.249	12.416	0	8.818	0
0.751485	1.001582	16.207	0.071	15.755	0.154	12.532	0	8.666	0
0.753096	1.0035293	16.36	0.08	15.981	0.192	12.496	0	8.308	0
0.7534199	1.0062958	15.749	0.051	15.51	0.121	11.892	0	8.992	0
0.7544402	1.0151744	16.588	0.092	16.261	0.243	12.444	0	8.897	0
0.7554388	1.0172522	16.668	0.094	17.156	0.527	12.039	0	8.993	0
0.7567235	1.0102781	16.975	0.124	16.505	0	12.45	0	8.598	0
0.7573137	1.0137059	17.289	0.163	16.554	0	11.778	0	8.931	0
0.7575521	0.9723229	15.772	0.051	15.96	0.183	11.773	0	8.805	0
0.7577088	1.0014583	16.66	0.094	16.26	0.245	12.326	0.421	9.04	0
0.7608885	0.9849914	16.97	0.121	16.372	0	12.468	0	8.8	0
0.7626894	1.0009357	14.318	0.029	14.412	0.053	12.476	0	8.881	0
0.7631441	0.9798929	16.477	0.081	16.361	0.253	11.924	0	8.768	0
0.7638868	1.0103847	17.418	0.179	16.743	0	11.945	0	8.299	0
0.764967	0.9897852	16.268	0.072	15.875	0.173	11.937	0	8.635	0
0.7676336	0.9946321	16.792	0.109	15.947	0.187	11.786	0	8.471	0
115.7307668	43.4452215	17.296	0.138	16.803	0.33	12.099	0	9.047	0
115.7341121	43.4522954	17.517	0.164	16.509	0	12.453	0	8.849	0
115.7379102	43.4351719	16.266	0.068	16.357	0.243	12.156	0	8.934	0
115.7383281	43.4479861	16.871	0.098	16.442	0	12.215	0	8.786	0
115.7408963	43.4587708	15.708	0.048	15.683	0.125	12.429	0	8.925	0
115.742108	43.428769	17.495	0.177	16.96	0.396	12.653	0	8.885	0
115.7422909	43.4419375	17.52	0.166	17.043	0.434	12.234	0	8.564	0
115.7434359	43.4243405	17.718	0.208	17.204	0	12.038	0	8.958	0
115.7460793	43.45592	17.599	0.188	17.168	0.511	12.537	0	8.735	0
115.7478073	43.450763	17.442	0.163	16.509	0.273	12.546	0	8.755	0
115.7494816	43.445775	16.324	0.067	15.876	0.151	12.156	0.41	8.554	0
115.7519941	43.4341851	17.362	0.155	17.217	0	12.566	0	8.438	0
115.7522472	43.4397906	16.992	0.11	16.271	0.206	12.425	0	8.445	0
115.7529861	43.4170965	12.079	0.023	12.099	0.024	11.727	0.283	8.555	0.417
115.7554318	43.4281199	17.196	0.137	16.544	0.285	12.493	0	8.95	0
115.7576426	43.4226194	17.331	0.148	17.057	0	12.101	0	8.963	0.49
115.7586311	43.4291138	16.9	0.105	17.312	0.516	12.102	0	8.844	0
115.7587605	43.4193052	16.225	0.066	15.912	0.155	11.928	0.274	8.824	0.46
115.7629225	43.4392286	15.133	0.036	15.017	0.072	12.653	0	9.029	0
115.7632272	43.4110594	17.445	0.165	16.942	0.385	12.12	0	8.858	0
115.7640111	43.4301406	16.546	0.077	16.166	0.212	12.06	0	8.822	0
115.7678397	43.446954	15.865	0.05	15.815	0.139	12.068	0	9.002	0
115.7683221	43.4379896	16.413	0.074	16.028	0.177	12.665	0	8.99	0
115.7690963	43.4680521	17.403	0.156	17.255	0	12.368	0	9.121	0
115.7708071	43.4509086	17.545	0.186	16.519	0.265	12.559	0	8.321	0
115.770885	43.4194623	15.983	0.055	15.626	0.122	12.56	0	8.649	0
115.771425	43.4255885	17.638	0.185	16.922	0	11.845	0	9.017	0
115.7724011	43.4108294	16.357	0.066	16.53	0.278	12.334	0	8.974	0
115.7735252	43.4563683	17.41	0.162	17.26	0.542	12.496	0	9.009	0
115.7753758	43.4385431	17.067	0.119	15.922	0.16	11.944	0	8.998	0
115.7758161	43.4718109	17.533	0.187	16.56	0.269	12.471	0	8.989	0
115.777208	43.4575415	17.67	0.192	16.522	0.261	12.276	0	8.816	0
115.7773533	43.4542514	17.441	0.165	16.995	0	12.031	0	8.899	0
115.7782553	43.4457432	17.128	0.119	16.59	0.277	12.523	0	9.023	0
115.7791535	43.4511933	16.934	0.104	17.051	0.43	12.575	0	8.745	0
115.7797718	43.4642207	17.598	0.187	16.842	0	12.465	0	8.494	0
115.7834086	43.4554906	17.655	0.203	17.229	0	12.453	0	9.059	0
115.783953	43.4601365	17.754	0.219	16.816	0	12.415	0	8.766	0
115.7851892	43.4437942	15.449	0.041	15.388	0.099	12.394	0	8.941	0
115.7870332	43.4146084	16.758	0.09	16.784	0.346	12.544	0	8.971	0
115.78894	43.4314521	16.014	0.055	16.163	0.183	12.543	0	8.611	0
115.7917342	43.4127646	17.361	0.148	17.234	0.511	12.278	0	8.849	0
115.7932887	43.4562624	16.964	0.105	16.493	0.264	12.417	0	9.034	0
115.7967025	43.4496492	16.494	0.075	16.43	0.226	12.169	0	9.177	0
115.7968659	43.4609284	16.505	0.078	16.174	0.187	12.489	0	8.884	0
115.7987467	43.4338306	16.627	0.087	16.193	0.183	12.475	0	8.971	0
115.8021923	43.4564174	16.775	0.101	16.561	0	12.569	0.539	8.768	0
115.8028612	43.4440213	17.344	0.159	17.29	0	11.876	0	8.551	0
115.8032268	43.4655472	12.701	0.023	12.732	0.025	11.873	0.275	9.029	0
115.8040589	43.4092643	14.469	0.03	14.456	0.054	12.557	0	8.891	0
115.8073577	43.4371526	17.078	0.124	16.657	0	12.529	0	9.047	0
115.8077713	43.4606072	15.751	0.047	15.646	0.13	12.126	0	8.978	0
115.8087156	43.4275976	16.861	0.096	16.488	0.265	12.511	0	8.775	0
115.8111445	43.4448941	17.566	0.174	17.381	0	12.558	0	8.634	0
115.8113054	43.4078589	14.663	0.031	14.778	0.067	12.377	0	8.791	0
115.8116968	43.4370268	17.104	0.125	16.64	0	12.584	0	8.893	0
115.8133237	43.422561	15.984	0.053	16.18	0.197	11.779	0.322	9.095	0
115.8151087	43.4452239	17.626	0.199	16.6	0	12.531	0	8.707	0
115.8169701	43.4122795	17.466	0.18	16.795	0.377	12.277	0	8.704	0
115.81708	43.4393211	17.12	0.127	16.686	0	12.595	0	8.308	0
115.8191586	43.4059725	15.401	0.041	15.659	0.119	12.42	0	8.535	0
115.8195841	43.4143994	16.203	0.061	16.099	0.191	12.623	0	8.909	0
115.8232315	43.4335962	17.043	0.108	16.787	0.34	11.932	0	9.114	0
115.8242081	43.4159905	17.274	0.133	16.702	0	12.21	0	9.087	0
115.8243365	43.4290713	16.227	0.063	15.823	0.135	12.658	0	9.269	0
115.8244036	43.4498611	16.684	0.09	16.763	0.324	12.65	0	8.82	0
115.8257653	43.4583711	15.393	0.038	15.068	0.073	12.547	0.467	8.741	0
115.827391	43.4469001	16.994	0.108	16.353	0.215	12.628	0	9.136	0
115.8276856	43.425596	16.519	0.077	15.271	0.087	12.207	0.332	9.128	0.527
115.8297515	43.4303215	17.763	0.209	16.734	0	12.561	0	8.197	0
115.8339818	43.4539902	17.163	0.122	16.625	0	12.599	0	9.006	0
115.8365018	43.4221082	14.627	0.033	14.606	0.058	12.166	0	8.558	0
115.8443609	43.4369314	16.186	0.058	16.189	0.182	12.303	0	8.922	0
122.9150637	55.7414719	17.499	0.147	16.043	0.163	12.609	0	9.207	0
122.9168894	55.7339377	16.943	0.095	16.93	0	12.397	0	9.153	0
122.9179558	55.739356	17.84	0.195	16.829	0.308	12.612	0	9.005	0
122.929448	55.7539994	17.495	0.149	16.996	0	12.122	0	9.216	0
122.9315474	55.7505607	14.968	0.033	14.71	0.054	12.662	0	9.245	0
122.9320623	55.7375557	16.253	0.057	16.357	0.201	12.28	0	9.291	0
122.9335766	55.7495278	16.973	0.132	17.154	0.542	12.478	0.497	8.597	0
122.9371709	55.7182072	10.61	0.022	10.638	0.02	10.606	0.087	9.288	0
122.9419122	55.7617079	12.94	0.024	12.986	0.026	12.097	0	9.153	0
122.9434378	55.7317279	16.178	0.057	15.803	0.124	11.737	0.207	8.826	0
122.9464324	55.7393332	11.432	0.023	11.315	0.02	11.345	0.167	9.136	0
122.9469891	55.7133364	16.205	0.056	15.866	0.135	12.183	0	8.815	0
122.9474711	55.7202638	16.291	0.062	16.391	0.221	12.27	0	9.065	0
122.9476094	55.7338621	16.277	0.058	15.797	0.118	12.783	0	8.802	0
122.9516943	55.7247905	14.351	0.028	14.417	0.044	12.61	0	8.623	0
122.952724	55.7638016	16.783	0.09	16.817	0.3	12.732	0	8.779	0
122.9565912	55.7613899	16.099	0.055	15.934	0.145	12.765	0.519	9.19	0
122.9566199	55.7560169	16.231	0.059	17.41	0.518	12.758	0	8.78	0
122.9577266	55.7219681	17.277	0.132	17.026	0.349	11.941	0	8.838	0
122.9582973	55.7067615	16.792	0.084	16.689	0.259	12.611	0.51	8.636	0
122.9586082	55.7446837	17.27	0.133	16.618	0.278	12.786	0	9.23	0
122.9589623	55.7500958	16.459	0.07	16.717	0.283	12.738	0	9.19	0
122.9623282	55.7138577	17.087	0.105	17.424	0	12.695	0	9.09	0
122.964106	55.7663676	16.609	0.078	17.127	0.397	12.63	0	9.122	0
122.9653461	55.7386995	14.879	0.034	14.746	0.058	12.701	0	9.089	0
122.9669389	55.7347299	16.293	0.063	16.566	0.245	12.769	0	8.727	0
122.9674894	55.7678372	17.357	0.136	17.031	0.369	12.669	0	9.222	0
122.9702164	55.743934	16.661	0.082	17.235	0	12.75	0	9.249	0
122.9710233	55.7297084	17.467	0.149	16.74	0.282	12.359	0	9.194	0
122.971617	55.7500653	13.526	0.025	13.52	0.03	12.606	0.486	8.584	0
122.971825	55.7371098	16.283	0.058	16.546	0.248	12.812	0	9.201	0
122.9742926	55.7091274	17.417	0.151	16.918	0	12.487	0	8.729	0
122.9777935	55.7460813	16.652	0.081	16.277	0.179	12.633	0	8.992	0
122.9784758	55.7291592	15.352	0.039	15.097	0.071	12.108	0.298	9.258	0
122.9794391	55.7051938	16.93	0.101	16.633	0.268	12.579	0	9.061	0
122.9797868	55.7127862	17.724	0.186	16.895	0	12.625	0	8.822	0
122.9807357	55.7678125	16.647	0.083	16.576	0.251	12.221	0	9.191	0
122.9821814	55.7426101	17.848	0.205	17.226	0.445	12.478	0	8.98	0
122.9857949	55.7660566	16.893	0.095	17.315	0.462	12.475	0	9.275	0
122.9858512	55.7556517	17.576	0.179	16.862	0.304	12.651	0	8.765	0
122.9869022	55.7281349	17.226	0.126	16.475	0.234	12.133	0	8.91	0
122.9924269	55.7624121	17.774	0.207	16.746	0	12.237	0	9.152	0
122.9932563	55.7246803	16.726	0.085	16.088	0.161	12.537	0.493	9.092	0
122.995131	55.7224087	16.939	0.1	16.055	0.163	12.191	0	9.159	0
122.9957464	55.7487691	16.314	0.067	15.848	0.134	12.186	0	8.977	0
122.9986496	55.7575225	15.585	0.043	15.327	0.089	12.069	0	9.131	0.514
123.0024666	55.7238895	16.985	0.103	16.965	0.355	12.331	0	8.672	0
123.003135	55.7473947	16.978	0.107	16.471	0.219	12.451	0	8.815	0
123.0058358	55.7117232	17.8	0.197	17.383	0.486	12.748	0	9.045	0
123.0093327	55.7242934	16.451	0.066	15.945	0.136	12.102	0	9.107	0
123.0113032	55.742641	15.008	0.036	14.893	0.062	12.489	0	9.088	0
123.0165292	55.7442623	15.684	0.044	15.484	0.094	12.364	0	9.123	0
123.0189532	55.7530178	17.455	0.156	16.911	0	12.481	0.459	9.012	0
123.0205941	55.7493487	16.254	0.062	16.276	0.197	12.255	0	9.262	0
123.020911	55.7361481	17.419	0.146	17.561	0	12.725	0	8.511	0
123.0249708	55.7554144	17.251	0.13	16.973	0.34	12.8	0	8.843	0
123.025522	55.6980582	16.908	0.094	16.892	0	12.718	0	8.465	0
123.0257771	55.7426979	15.415	0.04	15.305	0.081	12.11	0	9.138	0
123.028604	55.7308779	15.664	0.047	15.427	0.09	12.291	0.361	8.707	0
123.0299211	55.7460358	16.281	0.06	16.398	0.206	12.419	0	9.081	0
123.0337251	55.7480225	16.955	0.097	16.767	0.269	12.723	0	9.19	0
123.0388243	55.7237282	11.911	0.023	11.88	0.022	11.675	0.22	9.194	0
123.0391028	55.7002777	15.538	0.041	15.596	0.103	12.517	0	9.147	0
123.0407522	55.7569463	15.284	0.037	15.092	0.07	12.415	0	8.634	0
123.0451833	55.7302844	17.62	0.173	16.863	0	12.75	0	9.199	0
123.0506344	55.751376	16.417	0.066	16.387	0.209	12.261	0.362	8.839	0
123.0558608	55.7141678	16.683	0.076	16.831	0.302	12.482	0	8.944	0
123.0565183	55.7408797	16.198	0.057	15.948	0.136	12.719	0	8.697	0
123.0585738	55.7235694	16.578	0.073	16.326	0.197	12.503	0.445	8.863	0
123.0610874	55.7522277	16.761	0.081	16.583	0.245	12.271	0	8.892	0
123.0650114	55.7547054	16.859	0.09	16.748	0.307	12.132	0	9.126	0
123.0658892	55.7035138	16.835	0.088	16.257	0.167	11.922	0	9.283	0
123.0698689	55.7190754	16.95	0.096	16.859	0.301	12.453	0	8.886	0
123.0703959	55.7396205	17.371	0.147	17.091	0.379	12.348	0	9.073	0
123.07186	55.71026	16.374	0.063	16.155	0.177	11.905	0	9.073	0
123.0757843	55.7050616	17.555	0.165	16.842	0.306	12.25	0	8.79	0
123.0797687	55.7502711	16.175	0.055	16.177	0.16	12.56	0	9.255	0
123.0802096	55.7004152	15.012	0.034	14.812	0.06	12.606	0	9.321	0
123.081865	55.7305273	15.253	0.037	15.084	0.07	12.817	0.516	8.979	0
123.081984	55.7234878	15.465	0.038	15.343	0.085	12.452	0	9.082	0
123.0843462	55.7330278	16.935	0.103	17.176	0	12.641	0.511	8.914	0
123.0851756	55.7204409	15.322	0.038	15.385	0.091	12.807	0	9.131	0
123.0862954	55.7252949	16.093	0.053	16.332	0.184	12.224	0	8.902	0
123.0880399	55.7408634	17.119	0.115	17.3	0	12.397	0	9.086	0
123.0901041	55.7165361	15.147	0.035	14.96	0.069	12.334	0	8.939	0
123.0908697	55.7461242	15.346	0.039	15.457	0.095	12.826	0	9.097	0
123.0909597	55.727496	16.943	0.099	16.851	0.297	12.74	0	9.081	0
123.095528	55.7429807	17.399	0.144	16.95	0.327	12.738	0	8.907	0
123.0976696	55.7379003	13.388	0.025	13.464	0.031	12.664	0.478	8.904	0
123.0999093	55.7269791	17.91	0.218	16.987	0	12.448	0	9.183	0
123.1018867	55.7315022	15.827	0.047	15.282	0.084	12.306	0.326	9.082	0
125.7284026	15.8660253	16.202	0.076	16.017	0.202	11.83	0	8.484	0
125.7293192	15.8564238	11.86	0.023	11.895	0.023	12.066	0.51	8.657	0
125.7314644	15.8558676	16.698	0.149	16.141	0.274	11.525	0	8.79	0
125.7318238	15.8708976	15.692	0.05	15.85	0.17	11.762	0	8.777	0
125.7329551	15.8535433	15.755	0.052	15.414	0.122	11.711	0.309	8.683	0
125.7334139	15.8830613	16.629	0.096	16.56	0	12.209	0	8.709	0
125.7360568	15.8505346	13.713	0.027	13.708	0.044	12.131	0	8.069	0
125.7377748	15.846697	15.226	0.04	15.343	0.114	12.053	0	8.692	0
125.7390929	15.8800793	16.548	0.092	15.262	0.106	11.808	0.355	7.759	0
125.7398117	15.8643608	12.154	0.023	12.175	0.025	11.824	0.384	8.759	0.494
125.740961	15.8893219	16.648	0.093	16.272	0.261	11.665	0	8.412	0
125.7417549	15.8920818	16.947	0.118	17.071	0	12.057	0	8.4	0
125.7431754	15.8470798	17.496	0.208	16.884	0	12.347	0	8.766	0
125.7452127	15.8414851	14.277	0.03	14.393	0.057	11.939	0	9.04	0
125.7457701	15.8656926	16.187	0.069	15.405	0.11	12.302	0	8.658	0
125.7477636	15.8949204	15.723	0.051	15.423	0.125	11.937	0.389	8.24	0
125.7482425	15.8691282	17.016	0.186	16.646	0	12.23	0	8.834	0
125.7492785	15.8991668	16.218	0.071	15.456	0.119	11.642	0.306	8.692	0
125.7493428	15.8615101	15.183	0.039	15.189	0.096	12.231	0	8.93	0
125.7502078	15.8544479	14.115	0.034	13.871	0.044	11.858	0	8.577	0
125.7510145	15.8939078	15.25	0.041	14.651	0.064	10.67	0.106	8.51	0.357
125.7512128	15.9111708	17.046	0.136	17.023	0	12.417	0	8.736	0
125.7521654	15.8375127	17.409	0.181	16.858	0	12.371	0	8.634	0
125.7525233	15.8568204	12.478	0.024	12.461	0.025	11.705	0	8.152	0
125.7531929	15.8469471	17.514	0.192	16.505	0.276	12.229	0	8.8	0
125.7540843	15.9071124	17.615	0.217	16.652	0	12.365	0	8.699	0
125.7553846	15.8696321	17.059	0.13	17.019	0	12.414	0	8.904	0
125.7569867	15.8515993	17.095	0.135	16.626	0	12.196	0	8.803	0
125.7579253	15.8440378	16.545	0.088	16.351	0.259	12.04	0	8.903	0
125.7579814	15.9151577	16.327	0.075	15.911	0.181	12.324	0.494	8.6	0
125.7585412	15.8633096	16.98	0.117	17.046	0	12.171	0	8.891	0
125.7602804	15.9178251	17.168	0.145	16.208	0.231	12.487	0	8.76	0
125.7607427	15.9054789	15.017	0.038	14.51	0.06	10.717	0.14	8.288	0
125.761317	15.9075708	15.144	0.041	14.721	0.069	10.981	0.173	7.957	0
125.7616395	15.8973656	15.581	0.044	15.616	0.127	12.062	0	8.678	0
125.7623315	15.8665138	15.369	0.042	15.498	0.122	12.399	0	8.962	0
125.7628123	15.8515376	16.076	0.062	15.823	0.154	12.444	0	8.892	0
125.7628657	15.8725603	15.887	0.055	15.346	0.103	11.476	0.228	8.702	0
125.7631891	15.9205625	17.272	0.16	17.159	0.525	12.31	0	8.866	0
125.7645273	15.9056405	16.98	0.126	16.034	0.191	11.749	0	8.268	0
125.7647763	15.8918754	15.919	0.056	15.889	0.164	11.867	0.278	8.871	0
125.765047	15.8550236	14.647	0.032	14.327	0.051	12.207	0	8.367	0
125.7656382	15.8464264	16.705	0.099	15.702	0.14	12.462	0	8.455	0
125.7665234	15.8759715	16.696	0.102	16.384	0.259	12.484	0	8.808	0
125.7669168	15.901355	12.179	0.023	11.975	0.023	11.675	0.277	8.788	0
125.7671263	15.9242445	17.236	0.153	17.088	0	12.285	0	8.838	0
125.767495	15.909568	15.779	0.09	15.319	0.136	11.801	0	8.034	0
125.7679001	15.9109995	14.738	0.035	14.496	0.06	11.477	0.232	8.348	0
125.768702	15.856022	15.983	0.061	15.567	0.124	11.637	0.263	8.366	0
125.7690865	15.9090039	15.168	0.042	15.068	0.091	11.776	0	8.256	0
125.7699976	15.8449981	13.642	0.026	13.701	0.036	12.386	0	8.808	0
125.7700795	15.8835509	16.355	0.076	16.329	0.238	11.865	0	8.801	0
125.7714779	15.8660283	17.635	0.209	17.168	0	12.651	0	8.799	0
125.7717848	15.930487	16.376	0.076	16.44	0.288	12.282	0	8.738	0
125.7721174	15.855497	16.193	0.069	15.666	0.135	11.214	0.147	8.198	0
125.7726103	15.9117805	17.476	0.181	16.382	0.26	12.024	0	8.601	0
125.7732782	15.8622602	15.902	0.057	15.977	0.177	12.438	0.435	8.189	0
125.7733558	15.9163425	17.467	0.192	17.209	0	12.502	0	8.71	0
125.7734325	15.8755501	14.301	0.029	14.366	0.051	12.23	0	8.966	0
125.7737429	15.9031389	16.607	0.091	16.124	0.206	11.873	0	8.991	0
125.7744315	15.8826003	17.412	0.17	17.25	0	12.515	0	8.94	0
125.7744972	15.8541685	16.009	0.059	15.518	0.118	12.35	0.412	8.732	0
125.774796	15.9008066	17.511	0.186	16.584	0.297	11.874	0	8.368	0
125.775468	15.8995897	17.399	0.162	16.761	0.37	11.894	0	8.475	0
125.7765085	15.8576975	17.323	0.166	16.815	0.365	12.407	0	8.392	0
125.7765762	15.8874413	15.9	0.056	15.86	0.157	11.919	0	8.391	0
125.7768852	15.8474027	15.986	0.06	15.863	0.154	12.317	0	8.796	0
125.7773798	15.8507301	16.317	0.073	16.274	0.236	12.236	0	8.29	0
125.7774051	15.842387	16.972	0.135	16.243	0.227	12.408	0	8.568	0
125.7776334	15.8839843	17.313	0.158	17.266	0	12.59	0	8.443	0
