0.716432	1.005735	588015510343450917	21.532	0.57	21.184	0.139	20.381	0.1	20.09	0.136	19.198	0.222
0.716822	0.996174	588015510343451541	25.026	1.381	24.741	0.676	24.85	0.733	25.302	0.643	20.691	0.25
0.716875	1.050422	587731187814826173	22.077	0.254	24.708	0.523	23.638	0.439	24.129	0.859	22.643	0.704
0.719367	0.990681	588015510343451248	22.811	0.623	23.596	0.384	22.359	0.184	22.069	0.252	21.055	0.378
0.719793	1.026453	588015510343450629	26.148	1.382	23.107	0.48	21.568	0.173	20.538	0.122	20.378	0.392
0.719924	0.963239	588015510343451542	23.168	0.739	26.356	0.405	24.923	0.72	24.583	0.874	20.549	0.218
0.720488	1.049442	587731187814826386	22.266	0.511	22.086	0.172	20.841	0.076	20.688	0.117	20.539	0.355
0.721553	1.022432	588015510343450926	23.673	1.716	22.602	0.244	21.962	0.194	21.906	0.326	21.624	0.875
0.721642	0.998445	588015510343451251	23.308	1.602	22.161	0.207	21.311	0.145	20.705	0.138	21.269	0.845
0.721699	1.027048	588015510343450628	22.666	0.505	21.692	0.083	19.386	0.026	18.967	0.026	18.958	0.061
0.722203	1.027584	588015510343450627	16.547	0.007	15.373	0.004	14.934	0.004	14.769	0.004	14.705	0.005
0.723087	1.024015	588015510343450929	23.306	0.845	22.831	0.189	21.533	0.082	20.015	0.039	19.368	0.083
0.723393	0.995407	588015510343451543	26.577	0.491	25.209	0.744	25.108	0.759	24.479	0.959	20.335	0.217
0.723589	0.967139	588015510343451460	23.002	0.809	23.778	0.498	22.704	0.279	21.627	0.192	20.969	0.393
0.724954	0.993462	588015510343450938	22.133	0.377	21.98	0.106	21.397	0.086	21.256	0.135	21.02	0.403
0.725021	1.008522	588015510343450811	21.933	0.353	20.663	0.039	19.652	0.027	19.183	0.026	18.677	0.06
0.725298	0.996659	588015510343451258	26.186	0.699	23.217	0.271	21.699	0.098	19.95	0.039	19.12	0.069
0.726267	0.994722	588015510343450939	25.505	1.38	22.807	0.229	23.141	0.416	22.104	0.302	21.414	0.585
0.726551	0.995137	588015510343450937	22.182	0.853	21.124	0.109	19.891	0.052	19.349	0.056	19.217	0.191
0.72772	0.982316	588015510343450634	23.447	1.092	22.947	0.237	21.759	0.116	21.302	0.138	20.73	0.308
0.727738	1.029827	588015510343451261	23.131	0.739	25.165	0.744	22.238	0.155	21.959	0.219	21.626	0.578
0.729082	0.976777	588015510343450946	23.474	1.592	22.108	0.166	22.246	0.257	21.309	0.199	20.832	0.487
0.729867	1.017317	588015510343450950	23.544	0.98	22.51	0.137	21.009	0.051	20.054	0.039	19.56	0.095
0.730008	0.979604	588015510343450633	17.03	0.009	15.474	0.004	14.884	0.004	14.669	0.004	14.578	0.004
0.730788	0.989329	588015510343451262	24.897	1.68	23.26	0.299	22.416	0.198	22.095	0.266	21.293	0.48
0.731056	0.993553	588015510343450637	18.475	0.02	16.97	0.005	16.439	0.004	16.254	0.005	16.168	0.008
0.732024	0.986128	588015510343450632	17.153	0.01	15.266	0.004	14.508	0.004	14.229	0.003	14.058	0.004
0.732882	1.02787	588015510343451465	27.506	0.487	22.969	0.494	22.08	0.317	20.442	0.131	19.69	0.253
0.733482	0.979087	588015510343450958	25.044	1.874	22.42	0.171	22.222	0.198	21.255	0.151	20.632	0.323
0.734427	1.012586	588015510343450959	23.068	1.02	22.499	0.205	21.591	0.127	21.691	0.248	21.436	0.706
0.734463	0.995359	588015510343451544	23.046	0.674	24.667	0.662	24.723	0.731	23.245	0.585	20.457	0.206
0.734728	1.024324	588015510343450963	21.854	0.495	21.627	0.137	20.425	0.066	19.666	0.059	19.071	0.13
0.735258	0.987819	588015510343450635	22.49	0.645	24.463	0.995	24.347	1.136	21.515	0.265	21.501	0.781
0.737206	1.016804	588015510343451270	25.16	1.439	23.11	0.255	22.119	0.145	21.564	0.16	20.442	0.224
0.737621	0.994529	588015510343450967	22.512	0.437	21.404	0.054	20.776	0.042	20.496	0.057	20.245	0.172
0.737648	0.97998	588015510343451271	25.315	1.575	25.538	0.849	22.159	0.175	21.272	0.143	20.835	0.358
0.737834	0.967205	588015510343450715	23.592	1.015	20.706	0.032	19.476	0.016	18.915	0.016	18.538	0.039
0.739552	0.983342	588015510343450970	27.453	0.351	21.647	0.106	20.007	0.036	19.3	0.033	18.922	0.087
0.740316	0.993075	588015510343450971	22.895	0.595	22.925	0.193	21.522	0.078	20.352	0.05	19.655	0.102
0.740718	0.981196	588015510343451273	24.845	1.85	22.706	0.205	22.017	0.154	21.902	0.244	20.953	0.388
0.740744	1.017021	588015510343450721	21.314	0.155	18.849	0.01	17.535	0.006	16.998	0.006	16.659	0.011
0.742054	1.010524	588015510343450974	23.445	1.015	22.541	0.159	20.966	0.054	20.458	0.061	20.268	0.195
0.743491	0.982016	588015510343451275	25.252	1.277	24.816	0.676	22.746	0.222	21.241	0.108	20.396	0.194
0.743919	0.965251	588015510343451276	21.893	0.529	22.142	0.218	21.09	0.12	21.341	0.265	21.265	0.903
0.74475	1.006036	588015510343451469	22.53	0.61	23.576	0.488	22.368	0.241	21.201	0.154	21.505	0.718
0.746554	1.015726	588015510343450987	22.63	0.591	21.204	0.057	20.361	0.037	19.913	0.043	19.59	0.122
0.749667	1.009507	588015510343451282	23.475	1.14	26.191	0.571	21.917	0.136	20.801	0.092	20.242	0.211
0.750288	0.973241	588015510343450639	17.08	0.01	15.964	0.004	15.574	0.004	15.429	0.004	15.377	0.006
0.750507	0.969507	588015510343450722	22.315	0.499	20.021	0.024	19.181	0.044	18.8	0.021	18.527	0.053
0.750546	1.012216	588015510343451285	23.684	1.09	23.496	0.32	22.464	0.175	21.353	0.12	20.707	0.258
0.750606	1.016436	588015510343451548	24.706	1.478	24.706	0.678	25.602	0.563	25.725	0.475	20.761	0.273
0.751239	1.001314	588015510343451472	24.625	1.894	25.111	0.924	22.78	0.3	21.7	0.208	20.814	0.351
0.751347	1.005546	588015510343451473	24.556	2.477	26.823	0.485	25.234	1.187	21.444	0.219	21.763	1.012
0.752809	1.006624	588015510343451001	23.452	1.237	22.692	0.22	20.536	0.046	19.9	0.046	19.31	0.102
0.75292	0.971584	588015510343451000	24.977	1.601	22.817	0.201	21.751	0.107	21.202	0.12	21.14	0.404
0.754394	1.015067	588015510343451475	23.636	1.408	23.132	0.326	22.31	0.216	21.159	0.141	20.284	0.244
0.755407	1.017163	588015510343451297	22.369	0.514	22.786	0.244	22.038	0.17	20.948	0.117	20.619	0.325
0.755618	0.969328	588015510343450878	21.592	0.2	20.804	0.034	20.378	0.031	20.245	0.046	20.257	0.175
0.756545	1.010323	588015510343451302	25.395	1.217	25.206	0.747	22.498	0.189	22.605	0.37	21.144	0.387
0.756561	1.018566	588015510343451004	23.983	1.277	22.53	0.142	21.057	0.053	20.127	0.042	19.595	0.099
0.756577	0.971852	588015510343451300	23.098	0.812	22.952	0.231	21.207	0.07	20.575	0.07	20.246	0.197
0.757503	0.998748	588015510343451583	24.714	2.846	23.342	0.571	21.776	0.206	22.099	0.462	21.555	1.015
0.757717	1.001468	588015510343451304	23.844	1.288	23.065	0.243	22.203	0.154	21.505	0.151	21.198	0.416
0.757946	0.972491	588015510343451301	21.929	0.402	25.834	0.959	23.527	0.717	21.23	0.175	20.932	0.504
0.758995	1.012701	588015510343450879	21.552	0.253	22.003	0.123	21.284	0.09	20.824	0.107	20.707	0.361
0.759547	0.999945	588015510343451007	22.956	0.78	22.677	0.201	21.874	0.134	21.465	0.167	21.272	0.516
0.760577	0.984983	588015510343451311	25.403	1.469	23.565	0.419	22.228	0.182	21.163	0.126	22.791	1.114
0.760672	0.993185	588015510343451584	21.998	0.684	22.378	0.33	21.288	0.183	21.897	0.551	20.973	0.877
0.761451	1.011404	588015510343450880	20.128	0.194	27.462	0.66	22.742	0.933	26.198	1.34	20.335	0.725
0.762244	1.015177	588015510343451314	23.334	2.429	23.443	0.907	21.18	0.169	22.151	0.722	20.275	0.508
0.762661	1.000957	588015510343450654	17.322	0.011	16.141	0.004	15.736	0.004	15.598	0.004	15.549	0.006
0.763858	0.991177	588015510343451013	23.93	1.588	22.082	0.123	21.209	0.079	20.577	0.08	20.378	0.249
0.764953	0.989612	588015510343451318	25.001	1.42	24.434	0.602	22.74	0.222	22.663	0.37	21.219	0.394
0.765365	0.982422	588015510343451320	22.059	0.479	22.382	0.209	21.462	0.133	20.958	0.148	23.031	1.524
0.765671	1.008536	588015510343451322	24.202	1.971	22.634	0.224	21.553	0.123	21.141	0.146	21.277	0.606
0.765955	0.995385	588015510343451020	22.864	0.599	25.453	0.687	25.009	0.719	24.142	0.901	20.77	0.274
0.766478	0.996019	588015510343451019	22.25	0.39	22.191	0.118	21.611	0.096	21.413	0.146	21.915	0.751
0.767764	0.994947	588015510343451018	22.541	0.707	20.955	0.058	20.224	0.042	19.886	0.054	19.501	0.152
0.768242	0.986038	588015510343451024	20.836	0.36	21.046	0.146	21.527	0.319	21.486	0.548	24.948	1.001
115.734272	43.452155	587737809029497368	22.612	0.452	21.9	0.093	20.753	0.059	20.427	0.069	20.494	0.282
115.736284	43.44083	587737809029497348	23.401	0.875	22.797	0.207	24.319	1.059	22.695	0.515	23.478	1.035
115.737949	43.435061	587737809029497029	20.407	0.057	18.783	0.009	18.121	0.007	17.865	0.008	17.709	0.02
115.73816	43.448189	587737809029497913	26.393	0.79	23.711	0.612	23.797	1.131	21.413	0.235	19.89	0.238
115.740902	43.458831	587737809029497201	23.464	0.647	21.564	0.052	20.157	0.027	18.788	0.014	18.103	0.027
115.743422	43.442203	587737809029497353	23.754	0.849	22.899	0.172	21.641	0.099	21.217	0.104	20.914	0.299
115.746602	43.416888	587737809029497190	22.729	0.385	21.888	0.071	20.532	0.038	19.638	0.027	19.07	0.06
115.747475	43.416661	587737809029497191	24.847	1.034	24.096	0.411	21.674	0.093	20.813	0.067	20.531	0.199
115.747651	43.415312	587737809029497189	22.662	0.352	21.122	0.037	19.596	0.018	18.92	0.015	18.57	0.038
115.748603	43.451035	587737809029497790	24.827	1.031	24.037	0.389	22.763	0.235	21.619	0.132	20.74	0.234
115.749033	43.418726	587737809029496852	18.715	0.019	17.666	0.005	17.3	0.005	17.175	0.006	17.17	0.014
115.749082	43.444841	587737809029497264	22.943	0.774	24.385	0.909	23.602	0.895	21.259	0.184	24.231	0.802
115.749392	43.445982	587737809029497263	20.583	0.139	19.561	0.023	18.958	0.024	18.721	0.031	18.556	0.098
115.749471	43.425195	587737809029497777	25.223	0.93	23.975	0.381	22.884	0.268	22.076	0.203	21.638	0.494
115.749998	43.413567	587737809029496853	22.152	0.238	21.137	0.039	20.724	0.044	20.471	0.053	20.882	0.283
115.750245	43.448631	587737809029497265	20.541	0.217	26.181	1.745	26.736	1.225	26.65	0.974	22.42	3.67
115.751899	43.434048	587737809029497784	23.644	1.085	23.196	0.305	22.343	0.263	21.123	0.145	20.792	0.397
115.752254	43.439911	587737809029497357	22.497	0.4	22.502	0.152	22.015	0.172	22.106	0.287	20.949	0.397
115.752578	43.438942	587737809029497356	23.19	0.615	22.79	0.169	22.047	0.154	21.471	0.141	21.172	0.406
115.752968	43.417062	587737809029496851	15.205	0.005	15.348	0.011	15.04	0.011	15.02	0.012	13.552	0.005
115.754821	43.436807	587737809029497351	24.237	1.306	22.686	0.172	21.78	0.137	21.802	0.216	22.079	0.889
115.755196	43.413203	587737809029497322	20.206	0.469	20.26	0.185	20.576	0.466	18.557	0.117	19.9	1.621
115.757341	43.436622	587737809029497359	23.855	1.192	23.267	0.303	21.925	0.167	20.664	0.084	20.103	0.199
115.75753	43.422678	587737809029497337	21.094	0.308	20.063	0.047	19.761	0.068	19.472	0.081	19.355	0.283
115.758818	43.419379	587737809029497334	25.293	1.619	21.782	0.108	20.731	0.088	20.168	0.075	20.006	0.248
115.758845	43.437594	587737809029497360	25.255	1.201	22.589	0.161	21.408	0.101	21.379	0.153	20.762	0.337
115.759038	43.430332	587737809029497781	23.546	0.767	23.422	0.271	22.406	0.198	21.643	0.156	21.072	0.352
115.759072	43.448142	587737809029497669	24.205	1.155	23.768	0.381	21.396	0.087	20.625	0.068	19.912	0.141
115.759735	43.447101	587737809029497670	24.286	1.102	24.029	0.429	22.951	0.314	21.569	0.143	21.036	0.339
115.762863	43.439224	587737809029497037	25.131	0.947	20.783	0.029	19.265	0.014	18.085	0.009	17.46	0.017
115.763471	43.411086	587737809029497014	19.936	0.041	18.968	0.009	18.572	0.01	18.433	0.011	18.473	0.034
115.763751	43.430374	587737809029497785	23.188	0.831	23.115	0.294	22.221	0.245	21.107	0.142	21.068	0.514
115.764112	43.457576	587737809029497409	24.276	1.296	23.282	0.284	22.21	0.196	22.933	0.548	20.91	0.365
115.764661	43.412919	587737809029497773	24.087	0.941	25.54	0.544	26.094	0.427	22.164	0.215	22.786	0.795
115.764922	43.458878	587737809029497408	22.661	0.343	22.993	0.172	22.587	0.204	23.063	0.444	21.821	0.549
115.765624	43.428686	587737809029497655	23.577	1.155	23.218	0.342	21.563	0.148	20.553	0.095	19.882	0.198
115.766918	43.439515	587737809029497661	25.665	0.727	23.796	0.339	22.55	0.206	23.236	0.532	22.756	0.829
115.767836	43.446955	587737809029497200	25.228	0.907	21.032	0.035	19.506	0.017	18.578	0.012	18.048	0.025
115.76834	43.437957	587737809029497660	25.823	0.944	22.915	0.238	21.888	0.174	20.698	0.094	20.186	0.232
115.768524	43.456227	587737809029497401	22.84	0.41	22.952	0.171	22.128	0.143	21.844	0.168	21.594	0.489
115.768584	43.424774	587737809029497346	23.327	0.72	22.443	0.131	21.827	0.136	21.236	0.121	20.812	0.318
115.768996	43.407314	587737809029497643	22.466	0.503	23.034	0.313	21.478	0.142	21.374	0.208	21.333	0.746
115.769073	43.468018	587737809029497428	25.399	0.848	22.558	0.12	21.046	0.055	20.114	0.037	19.657	0.092
115.771813	43.450729	587737809029497675	25.703	0.742	23.367	0.253	22.052	0.14	21.113	0.093	20.911	0.297
115.771868	43.425867	587737809029497652	24.472	1.214	23.52	0.309	21.997	0.147	20.982	0.091	20.095	0.161
115.772404	43.410809	587737809029497192	24.998	0.993	21.924	0.07	20.294	0.03	19.251	0.019	18.712	0.042
115.775036	43.449833	587737809029497385	22.28	0.376	21.39	0.066	20.753	0.066	20.556	0.086	20.34	0.276
115.775354	43.438564	587737809029497046	20.573	0.066	20.391	0.023	20.34	0.031	20.196	0.04	20.182	0.148
115.776532	43.458654	587737809029497682	23.201	0.546	23.655	0.303	22.062	0.134	21.205	0.095	20.439	0.189
115.777355	43.425206	587737809029497880	23.89	0.945	25.011	0.657	23.402	0.456	23.942	0.863	20.374	0.194
115.780026	43.448897	587737809029497388	22.374	0.397	22.477	0.164	21.705	0.147	21.5	0.191	21.232	0.562
115.780174	43.44616	587737809029497795	24.349	1.098	24.098	0.44	23.103	0.348	21.962	0.197	21.713	0.558
115.780894	43.425476	587737809029497786	25.043	0.979	24.716	0.552	23.031	0.295	21.828	0.159	20.902	0.268
115.781807	43.439183	587737809029497048	20.71	0.072	19.591	0.013	19.258	0.014	19.182	0.018	19.21	0.062
115.782684	43.425515	587737809029497350	23.764	1.269	22.283	0.146	22.155	0.234	22.309	0.419	20.845	0.438
115.785068	43.443828	587737809029497051	20.027	0.045	18.134	0.006	17.407	0.006	17.157	0.006	17.025	0.013
115.786654	43.415014	587737809029497650	25.546	0.805	23.729	0.328	22.152	0.149	20.884	0.075	20.165	0.151
115.787059	43.451134	587737809029497800	25.139	1.2	23.676	0.383	23.11	0.421	21.792	0.203	20.888	0.349
115.787217	43.412447	587737809029497648	23.661	0.978	23.202	0.264	21.923	0.154	21.151	0.121	20.756	0.321
115.788343	43.463069	587737809029497692	23.308	0.715	23.187	0.249	22.105	0.169	21.911	0.216	21.291	0.47
115.788831	43.431501	587737809029497043	22.683	0.352	20.733	0.028	19.215	0.014	18.554	0.012	18.133	0.027
115.789297	43.453713	587737809029497803	25.213	0.912	24.474	0.505	22.876	0.263	21.354	0.105	20.76	0.238
115.790135	43.432268	587737809029497044	22.245	0.245	20.661	0.026	20.029	0.024	19.827	0.029	19.929	0.115
115.791744	43.412761	587737809029497342	23.36	0.772	21.198	0.048	20.388	0.04	20.106	0.048	19.89	0.151
115.791985	43.433612	587737809029497045	22.714	0.42	22.138	0.096	21.535	0.096	21.356	0.124	23.513	0.785
115.792492	43.457981	587737809029497685	24.652	1.052	23.296	0.22	21.566	0.084	20.496	0.05	19.871	0.109
115.792898	43.427209	587737809029497901	22.401	0.449	22.88	0.258	21.898	0.201	21.835	0.296	21.765	0.96
115.793724	43.461464	587737809029497884	24.609	1.873	26.222	0.677	25.717	1.057	26.232	0.531	19.804	0.19
115.796761	43.460838	587737809029497436	22.82	0.505	21.05	0.042	19.911	0.027	19.378	0.025	18.946	0.064
115.796772	43.448137	587737809029497414	23.688	0.77	22.588	0.123	21.353	0.071	20.413	0.047	19.745	0.1
115.796921	43.449855	587737809029497413	24.645	1.121	23.063	0.194	21.621	0.095	20.156	0.04	19.451	0.082
115.797898	43.423068	587737809029497657	24.966	1.088	23.489	0.278	21.859	0.119	20.932	0.08	20.514	0.209
